"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20250222","우이신설선","4.19민주묘지","2667","2307","20250225"
"20250222","경원선","가능","5429","5127","20250225"
"20250222","3호선","가락시장","7534","7343","20250225"
"20250222","8호선","가락시장","7041","7258","20250225"
"20250222","7호선","가산디지털단지","14591","13734","20250225"
"20250222","경부선","가산디지털단지","8065","9185","20250225"
"20250222","9호선","가양","16530","16032","20250225"
"20250222","우이신설선","가오리","3589","3387","20250225"
"20250222","경의선","가좌","4835","4727","20250225"
"20250222","분당선","가천대","5638","5586","20250225"
"20250222","경춘선","가평","1956","1905","20250225"
"20250222","경인선","간석","4902","4583","20250225"
"20250222","경춘선","갈매","1955","1704","20250225"
"20250222","2호선","강남","67302","66202","20250225"
"20250222","분당선","강남구청","6122","7530","20250225"
"20250222","7호선","강남구청","11988","13207","20250225"
"20250222","5호선","강동","15520","14807","20250225"
"20250222","8호선","강동구청","7507","7373","20250225"
"20250222","경의선","강매","2245","2073","20250225"
"20250222","2호선","강변(동서울터미널)","29191","27166","20250225"
"20250222","5호선","강일","4742","4149","20250225"
"20250222","경춘선","강촌","528","520","20250225"
"20250222","5호선","개롱","5360","5368","20250225"
"20250222","경인선","개봉","18814","18191","20250225"
"20250222","분당선","개포동","3377","3374","20250225"
"20250222","9호선","개화","1595","1236","20250225"
"20250222","5호선","개화산","4738","4419","20250225"
"20250222","5호선","거여","7505","6995","20250225"
"20250222","2호선","건대입구","37896","40963","20250225"
"20250222","7호선","건대입구","12682","13286","20250225"
"20250222","공항철도 1호선","검암","5065","4996","20250225"
"20250222","경강선","경기광주","5987","5699","20250225"
"20250222","과천선","경마공원","11452","11467","20250225"
"20250222","3호선","경복궁(정부서울청사)","30093","29742","20250225"
"20250222","3호선","경찰병원","4848","4848","20250225"
"20250222","공항철도 1호선","계양","10682","10186","20250225"
"20250222","5호선","고덕","7449","7136","20250225"
"20250222","6호선","고려대(종암)","7499","7666","20250225"
"20250222","수인선","고색","3387","3408","20250225"
"20250222","3호선","고속터미널","64312","61903","20250225"
"20250222","9호선","고속터미널","16856","25250","20250225"
"20250222","7호선","고속터미널","19231","14302","20250225"
"20250222","안산선","고잔","10071","10460","20250225"
"20250222","경의선","곡산","415","451","20250225"
"20250222","경강선","곤지암","2211","1927","20250225"
"20250222","경의선","공덕","3757","2650","20250225"
"20250222","공항철도 1호선","공덕","2512","3979","20250225"
"20250222","6호선","공덕","13482","13026","20250225"
"20250222","5호선","공덕","9496","9893","20250225"
"20250222","7호선","공릉(서울과학기술대)","9832","9652","20250225"
"20250222","9호선","공항시장","2556","2594","20250225"
"20250222","공항철도 1호선","공항화물청사","1170","1784","20250225"
"20250222","과천선","과천","5681","5145","20250225"
"20250222","경부선","관악","6137","5930","20250225"
"20250222","신림선","관악산(서울대)","2804","2776","20250225"
"20250222","5호선","광나루(장신대)","9791","9504","20250225"
"20250222","경부선","광명","3839","3180","20250225"
"20250222","7호선","광명사거리","18511","18630","20250225"
"20250222","경원선","광운대","7172","6998","20250225"
"20250222","5호선","광화문(세종문화회관)","31999","31927","20250225"
"20250222","6호선","광흥창(서강)","6421","6158","20250225"
"20250222","2호선","교대(법원.검찰청)","18137","22806","20250225"
"20250222","3호선","교대(법원.검찰청)","11207","5497","20250225"
"20250222","경부선","구로","16062","17107","20250225"
"20250222","2호선","구로디지털단지","41269","40270","20250225"
"20250222","분당선","구룡","2819","2644","20250225"
"20250222","중앙선","구리","7319","7888","20250225"
"20250222","9호선","구반포","1322","1207","20250225"
"20250222","6호선","구산","6891","5146","20250225"
"20250222","분당선","구성","5367","5672","20250225"
"20250222","2호선","구의(광진구청)","20510","19535","20250225"
"20250222","경인선","구일","5170","4789","20250225"
"20250222","3호선","구파발","18101","18146","20250225"
"20250222","중앙선","국수","566","602","20250225"
"20250222","9호선","국회의사당","8082","8316","20250225"
"20250222","5호선","군자(능동)","10524","11611","20250225"
"20250222","7호선","군자(능동)","12555","9337","20250225"
"20250222","경부선","군포","4693","4315","20250225"
"20250222","경춘선","굴봉산","91","156","20250225"
"20250222","5호선","굽은다리(강동구민회관앞)","8922","8218","20250225"
"20250222","경춘선","금곡","1158","1091","20250225"
"20250222","경의선","금릉","4246","4095","20250225"
"20250222","경부선","금정","22563","22266","20250225"
"20250222","경부선","금천구청","8822","8803","20250225"
"20250222","경의선","금촌","6216","5786","20250225"
"20250222","3호선","금호","6641","6264","20250225"
"20250222","분당선","기흥","8178","7273","20250225"
"20250222","5호선","길동","7691","7668","20250225"
"20250222","4호선","길음","17290","17079","20250225"
"20250222","경춘선","김유정","533","585","20250225"
"20250222","서해선","김포공항","2809","4138","20250225"
"20250222","공항철도 1호선","김포공항","7883","4520","20250225"
"20250222","5호선","김포공항","12002","7717","20250225"
"20250222","9호선","김포공항","5572","10391","20250225"
"20250222","5호선","까치산","22909","21672","20250225"
"20250222","2호선","낙성대(강감찬)","23388","21649","20250225"
"20250222","7호선","남구로","8943","9408","20250225"
"20250222","수인선","남동인더스파크","993","978","20250225"
"20250222","3호선","남부터미널(예술의전당)","28886","28767","20250225"
"20250222","7호선","남성","8791","8144","20250225"
"20250222","경부선","남영","7576","7903","20250225"
"20250222","8호선","남위례","5571","5618","20250225"
"20250222","경춘선","남춘천","4047","4010","20250225"
"20250222","4호선","남태령","1399","795","20250225"
"20250222","8호선","남한산성입구(성남법원.검찰청)","9793","8427","20250225"
"20250222","7호선","내방","9377","9218","20250225"
"20250222","9호선","노들","3758","3182","20250225"
"20250222","9호선","노량진","23925","23466","20250225"
"20250222","경부선","노량진","10027","9992","20250225"
"20250222","7호선","노원","18132","18564","20250225"
"20250222","4호선","노원","19829","21868","20250225"
"20250222","3호선","녹번","11814","10545","20250225"
"20250222","6호선","녹사평(용산구청)","5486","6238","20250225"
"20250222","경원선","녹양","3924","3596","20250225"
"20250222","경원선","녹천","3248","2831","20250225"
"20250222","7호선","논현","12172","13647","20250225"
"20250222","경의선","능곡","3820","3768","20250225"
"20250222","8호선","단대오거리","9578","8830","20250225"
"20250222","수인선","달월","49","45","20250225"
"20250222","5호선","답십리","12309","10995","20250225"
"20250222","4호선","당고개","8467","7908","20250225"
"20250222","신림선","당곡","4006","3713","20250225"
"20250222","9호선","당산","15652","14440","20250225"
"20250222","2호선","당산","15080","15985","20250225"
"20250222","경부선","당정","4577","4297","20250225"
"20250222","일산선","대곡","8217","7951","20250225"
"20250222","과천선","대공원","5665","5797","20250225"
"20250222","2호선","대림(구로구청)","21521","21742","20250225"
"20250222","7호선","대림(구로구청)","8603","9136","20250225"
"20250222","분당선","대모산입구","4151","3934","20250225"
"20250222","경부선","대방","7102","8136","20250225"
"20250222","신림선","대방","3054","2144","20250225"
"20250222","경춘선","대성리","709","843","20250225"
"20250222","안산선","대야미","4397","3764","20250225"
"20250222","3호선","대청","7415","7131","20250225"
"20250222","3호선","대치","11961","10656","20250225"
"20250222","일산선","대화","9051","8194","20250225"
"20250222","6호선","대흥(서강대앞)","6879","6963","20250225"
"20250222","경원선","덕계","5125","4731","20250225"
"20250222","중앙선","덕소","4788","4705","20250225"
"20250222","경원선","덕정","5276","4850","20250225"
"20250222","분당선","도곡","5635","5292","20250225"
"20250222","3호선","도곡","4474","4524","20250225"
"20250222","중앙선","도농","7621","7251","20250225"
"20250222","2호선","도림천","975","1028","20250225"
"20250222","경원선","도봉","4806","4604","20250225"
"20250222","경원선","도봉산","8751","5857","20250225"
"20250222","7호선","도봉산","6530","8894","20250225"
"20250222","중앙선","도심","1861","1530","20250225"
"20250222","경인선","도원","5182","5242","20250225"
"20250222","경인선","도화","3458","3119","20250225"
"20250222","3호선","독립문","7694","7878","20250225"
"20250222","6호선","독바위","2136","2327","20250225"
"20250222","경부선","독산","10210","9867","20250225"
"20250222","6호선","돌곶이","7487","6823","20250225"
"20250222","4호선","동대문","16588","17619","20250225"
"20250222","1호선","동대문","12584","12355","20250225"
"20250222","2호선","동대문역사문화공원(DDP)","15776","17860","20250225"
"20250222","5호선","동대문역사문화공원(DDP)","1738","2126","20250225"
"20250222","4호선","동대문역사문화공원(DDP)","19188","15929","20250225"
"20250222","3호선","동대입구","11042","12632","20250225"
"20250222","경원선","동두천","1391","1399","20250225"
"20250222","경원선","동두천중앙","2550","2498","20250225"
"20250222","6호선","동묘앞","10651","10149","20250225"
"20250222","1호선","동묘앞","14360","14943","20250225"
"20250222","경인선","동암","14317","14304","20250225"
"20250222","경인선","동인천","12364","12279","20250225"
"20250222","9호선","동작(현충원)","1483","1401","20250225"
"20250222","4호선","동작(현충원)","1314","1401","20250225"
"20250222","경부선","두정","7352","7256","20250225"
"20250222","5호선","둔촌동","9978","9854","20250225"
"20250222","9호선2~3단계","둔촌오륜","2616","2629","20250225"
"20250222","9호선","등촌","9079","8562","20250225"
"20250222","공항철도 1호선","디지털미디어시티","9790","8285","20250225"
"20250222","경의선","디지털미디어시티","2412","2293","20250225"
"20250222","6호선","디지털미디어시티","10824","9771","20250225"
"20250222","2호선","뚝섬","19276","19316","20250225"
"20250222","5호선","마곡","9536","10095","20250225"
"20250222","9호선","마곡나루(서울식물원)","11422","11302","20250225"
"20250222","공항철도 1호선","마곡나루(서울식물원)","5625","6216","20250225"
"20250222","일산선","마두","5849","5944","20250225"
"20250222","7호선","마들","10653","9926","20250225"
"20250222","경춘선","마석","3467","3308","20250225"
"20250222","5호선","마장","4516","4336","20250225"
"20250222","5호선","마천","5457","5279","20250225"
"20250222","5호선","마포","9759","9867","20250225"
"20250222","6호선","마포구청","12979","10420","20250225"
"20250222","중앙선","망우","6875","6661","20250225"
"20250222","6호선","망원","18095","18947","20250225"
"20250222","경원선","망월사","6097","6140","20250225"
"20250222","분당선","망포","10998","10117","20250225"
"20250222","분당선","매교","3928","3923","20250225"
"20250222","3호선","매봉","7818","7431","20250225"
"20250222","분당선","매탄권선","4253","3905","20250225"
"20250222","7호선","먹골","8594","8312","20250225"
"20250222","7호선","면목","11605","10937","20250225"
"20250222","4호선","명동","38203","38807","20250225"
"20250222","5호선","명일","6667","6569","20250225"
"20250222","경부선","명학","5558","5135","20250225"
"20250222","8호선","모란","4388","3796","20250225"
"20250222","분당선","모란","16968","17574","20250225"
"20250222","5호선","목동","12811","12942","20250225"
"20250222","8호선","몽촌토성(평화의문)","5973","6114","20250225"
"20250222","3호선","무악재","3383","3497","20250225"
"20250222","2호선","문래","16991","18275","20250225"
"20250222","경의선","문산","5720","5098","20250225"
"20250222","8호선","문정","11754","11876","20250225"
"20250222","분당선","미금","11208","11557","20250225"
"20250222","5호선","미사","15721","15662","20250225"
"20250222","4호선","미아(서울사이버대학)","13580","12829","20250225"
"20250222","4호선","미아사거리","23795","23204","20250225"
"20250222","안산선","반월","3862","3678","20250225"
"20250222","7호선","반포","5781","5381","20250225"
"20250222","5호선","발산","18480","19694","20250225"
"20250222","2호선","방배","10667","10563","20250225"
"20250222","5호선","방이","6332","6151","20250225"
"20250222","경원선","방학","8474","8166","20250225"
"20250222","5호선","방화","5685","5518","20250225"
"20250222","장항선","배방","1318","1216","20250225"
"20250222","경의선","백마","5484","5265","20250225"
"20250222","일산선","백석","8636","8797","20250225"
"20250222","경춘선","백양리","360","294","20250225"
"20250222","경인선","백운","6301","6059","20250225"
"20250222","6호선","버티고개","1668","1801","20250225"
"20250222","과천선","범계","25692","25158","20250225"
"20250222","경춘선","별내","2032","1659","20250225"
"20250222","경부선","병점","14432","14089","20250225"
"20250222","신림선","보라매","3483","3082","20250225"
"20250222","7호선","보라매","6280","6297","20250225"
"20250222","신림선","보라매공원","1541","1650","20250225"
"20250222","신림선","보라매병원","4059","4103","20250225"
"20250222","우이신설선","보문","1487","1548","20250225"
"20250222","6호선","보문","6835","6179","20250225"
"20250222","경원선","보산","1479","1390","20250225"
"20250222","분당선","보정","1810","1655","20250225"
"20250222","8호선","복정","6921","5811","20250225"
"20250222","분당선","복정","9","0","20250225"
"20250222","장항선","봉명","893","876","20250225"
"20250222","9호선2~3단계","봉은사","13919","14833","20250225"
"20250222","2호선","봉천","20623","19048","20250225"
"20250222","6호선","봉화산(서울의료원)","6080","5860","20250225"
"20250222","경인선","부개","7152","6811","20250225"
"20250222","경강선","부발","2515","2333","20250225"
"20250222","경인선","부천","30933","31688","20250225"
"20250222","서해선","부천종합운동장","2090","1715","20250225"
"20250222","경인선","부평","31361","34016","20250225"
"20250222","우이신설선","북한산보국문","5441","4818","20250225"
"20250222","우이신설선","북한산우이","2848","3103","20250225"
"20250222","3호선","불광","14965","16474","20250225"
"20250222","6호선","불광","4580","3748","20250225"
"20250222","7호선","사가정","13305","12996","20250225"
"20250222","4호선","사당","25924","25096","20250225"
"20250222","2호선","사당","42258","45005","20250225"
"20250222","경춘선","사릉","1562","1503","20250225"
"20250222","수인선","사리","4263","3501","20250225"
"20250222","9호선","사평","3259","3068","20250225"
"20250222","안산선","산본","14895","15611","20250225"
"20250222","8호선","산성","4814","4783","20250225"
"20250222","6호선","삼각지","8529","7572","20250225"
"20250222","4호선","삼각지","7092","9371","20250225"
"20250222","경강선","삼동","1679","1534","20250225"
"20250222","2호선","삼성(무역센터)","34062","33197","20250225"
"20250222","9호선2~3단계","삼성중앙","3891","3920","20250225"
"20250222","일산선","삼송","16048","15322","20250225"
"20250222","우이신설선","삼양","1933","2049","20250225"
"20250222","우이신설선","삼양사거리","2251","2102","20250225"
"20250222","9호선2~3단계","삼전","6640","6191","20250225"
"20250222","분당선","상갈","4298","4130","20250225"
"20250222","4호선","상계","16752","15502","20250225"
"20250222","7호선","상도","9008","8438","20250225"
"20250222","안산선","상록수","13058","13229","20250225"
"20250222","중앙선","상봉","5198","5146","20250225"
"20250222","7호선","상봉","15648","15369","20250225"
"20250222","6호선","상수","10979","13538","20250225"
"20250222","2호선","상왕십리","10955","10711","20250225"
"20250222","6호선","상월곡(한국과학기술연구원)","4734","4091","20250225"
"20250222","5호선","상일동","10469","10004","20250225"
"20250222","경춘선","상천","234","239","20250225"
"20250222","6호선","새절(신사)","9716","9206","20250225"
"20250222","신림선","샛강","1219","1541","20250225"
"20250222","9호선","샛강","3767","3497","20250225"
"20250222","경의선","서강대","1694","1869","20250225"
"20250222","5호선","서대문","9726","9310","20250225"
"20250222","경부선","서동탄","1213","1141","20250225"
"20250222","경원선","서빙고","1719","1730","20250225"
"20250222","신림선","서울대벤처타운","8756","7636","20250225"
"20250222","2호선","서울대입구(관악구청)","40622","38486","20250225"
"20250222","분당선","서울숲","9351","9961","20250225"
"20250222","경부선","서울역","12105","4816","20250225"
"20250222","4호선","서울역","8156","23356","20250225"
"20250222","경의선","서울역","1404","1580","20250225"
"20250222","1호선","서울역","69846","63638","20250225"
"20250222","공항철도 1호선","서울역","15478","14481","20250225"
"20250222","신림선","서울지방병무청","2421","2591","20250225"
"20250222","신림선","서원","2942","2489","20250225"
"20250222","경부선","서정리","8950","7669","20250225"
"20250222","2호선","서초","14738","13501","20250225"
"20250222","분당선","서현","20202","20335","20250225"
"20250222","경원선","석계","6687","7253","20250225"
"20250222","6호선","석계","9841","9915","20250225"
"20250222","경부선","석수","6820","6438","20250225"
"20250222","9호선2~3단계","석촌","8835","7396","20250225"
"20250222","8호선","석촌","8047","9662","20250225"
"20250222","9호선2~3단계","석촌고분","5765","5390","20250225"
"20250222","2호선","선릉","31791","28272","20250225"
"20250222","분당선","선릉","6057","9786","20250225"
"20250222","과천선","선바위","5467","4354","20250225"
"20250222","9호선","선유도","4755","4479","20250225"
"20250222","9호선2~3단계","선정릉","5697","6456","20250225"
"20250222","분당선","선정릉","3678","3616","20250225"
"20250222","경부선","성균관대","13521","13275","20250225"
"20250222","경강선","성남","837","818","20250225"
"20250222","2호선","성수","39144","42507","20250225"
"20250222","우이신설선","성신여대입구(돈암)","3465","3865","20250225"
"20250222","4호선","성신여대입구(돈암)","19773","19922","20250225"
"20250222","경부선","성환","3675","3411","20250225"
"20250222","경부선","세류","3398","3460","20250225"
"20250222","경부선","세마","2914","2621","20250225"
"20250222","경강선","세종대왕릉","364","348","20250225"
"20250222","수인선","소래포구","4676","4655","20250225"
"20250222","경인선","소사","7537","6771","20250225"
"20250222","경원선","소요산","2187","2178","20250225"
"20250222","우이신설선","솔밭공원","2178","2036","20250225"
"20250222","우이신설선","솔샘","4611","4067","20250225"
"20250222","경인선","송내","20623","20163","20250225"
"20250222","수인선","송도","2210","2001","20250225"
"20250222","5호선","송정","5659","5317","20250225"
"20250222","경부선","송탄","5013","4615","20250225"
"20250222","8호선","송파","7346","7269","20250225"
"20250222","9호선2~3단계","송파나루","5427","5758","20250225"
"20250222","분당선","수내","9366","8890","20250225"
"20250222","7호선","수락산","10935","10657","20250225"
"20250222","안산선","수리산","3223","2734","20250225"
"20250222","경의선","수색","2013","1977","20250225"
"20250222","3호선","수서","16839","16327","20250225"
"20250222","분당선","수서","14786","15400","20250225"
"20250222","경부선","수원","46994","51399","20250225"
"20250222","분당선","수원","8250","7703","20250225"
"20250222","분당선","수원시청","13178","14932","20250225"
"20250222","4호선","수유(강북구청)","29996","29756","20250225"
"20250222","8호선","수진","4640","4255","20250225"
"20250222","4호선","숙대입구(갈월)","13156","12779","20250225"
"20250222","7호선","숭실대입구(살피재)","9964","9810","20250225"
"20250222","수인선","숭의","3415","3153","20250225"
"20250222","2호선","시청","17347","13127","20250225"
"20250222","1호선","시청","27986","27654","20250225"
"20250222","분당선","신갈","3307","3379","20250225"
"20250222","5호선","신금호","4815","5051","20250225"
"20250222","경부선","신길","6407","5591","20250225"
"20250222","5호선","신길","3849","3873","20250225"
"20250222","안산선","신길온천","1863","1728","20250225"
"20250222","경춘선","신내","1857","1715","20250225"
"20250222","9호선","신논현","30752","32080","20250225"
"20250222","2호선","신답","1117","1194","20250225"
"20250222","6호선","신당","7464","6688","20250225"
"20250222","2호선","신당","13611","14979","20250225"
"20250222","2호선","신대방","21652","20356","20250225"
"20250222","7호선","신대방삼거리","11850","11194","20250225"
"20250222","2호선","신도림","52493","52128","20250225"
"20250222","경부선","신도림","3450","4263","20250225"
"20250222","경강선","신둔도예촌","1376","1373","20250225"
"20250222","신림선","신림","2043","2330","20250225"
"20250222","2호선","신림","50144","49001","20250225"
"20250222","9호선","신목동","2858","2460","20250225"
"20250222","9호선","신반포","3689","3628","20250225"
"20250222","9호선","신방화","5556","5174","20250225"
"20250222","3호선","신사","25124","26332","20250225"
"20250222","2호선","신설동","4228","4029","20250225"
"20250222","우이신설선","신설동","1791","1746","20250225"
"20250222","1호선","신설동","11825","11220","20250225"
"20250222","4호선","신용산","19176","21330","20250225"
"20250222","중앙선","신원","284","271","20250225"
"20250222","경원선","신이문","6510","6163","20250225"
"20250222","5호선","신정(은행정)","10365","8910","20250225"
"20250222","2호선","신정네거리","8412","8383","20250225"
"20250222","장항선","신창(순천향대)","1106","928","20250225"
"20250222","경의선","신촌","356","362","20250225"
"20250222","2호선","신촌","37919","38734","20250225"
"20250222","수인선","신포","1676","1697","20250225"
"20250222","7호선","신풍","9398","8824","20250225"
"20250222","8호선","신흥","4633","4695","20250225"
"20250222","4호선","쌍문","24252","21930","20250225"
"20250222","장항선","쌍용(나사렛대)","2095","1953","20250225"
"20250222","장항선","아산","4385","3892","20250225"
"20250222","중앙선","아신","493","505","20250225"
"20250222","5호선","아차산(어린이대공원후문)","13808","13213","20250225"
"20250222","2호선","아현","8916","8312","20250225"
"20250222","3호선","안국","28509","33623","20250225"
"20250222","안산선","안산","11011","11886","20250225"
"20250222","6호선","안암(고대병원앞)","11801","10375","20250225"
"20250222","경부선","안양","20111","19927","20250225"
"20250222","8호선","암사","13173","12276","20250225"
"20250222","8호선","암사역사공원","4491","3969","20250225"
"20250222","3호선","압구정","27123","28229","20250225"
"20250222","분당선","압구정로데오","20192","22554","20250225"
"20250222","5호선","애오개","4434","4447","20250225"
"20250222","경의선","야당","7437","7830","20250225"
"20250222","수인선","야목","394","325","20250225"
"20250222","분당선","야탑","19546","20485","20250225"
"20250222","3호선","약수","10497","10050","20250225"
"20250222","6호선","약수","3031","3101","20250225"
"20250222","중앙선","양수","1667","1735","20250225"
"20250222","중앙선","양원","2206","2130","20250225"
"20250222","3호선","양재(서초구청)","24321","25732","20250225"
"20250222","중앙선","양정","422","372","20250225"
"20250222","경원선","양주","6872","6400","20250225"
"20250222","2호선","양천구청","5499","5439","20250225"
"20250222","9호선","양천향교","6546","6434","20250225"
"20250222","5호선","양평","4748","4434","20250225"
"20250222","중앙선","양평","3013","3088","20250225"
"20250222","7호선","어린이대공원(세종대)","11367","11098","20250225"
"20250222","수인선","어천","1717","1384","20250225"
"20250222","9호선2~3단계","언주","7527","7485","20250225"
"20250222","5호선","여의나루","8201","10912","20250225"
"20250222","5호선","여의도","16389","16972","20250225"
"20250222","9호선","여의도","17810","16072","20250225"
"20250222","경강선","여주","3208","3343","20250225"
"20250222","경인선","역곡","21453","21087","20250225"
"20250222","2호선","역삼","21184","23800","20250225"
"20250222","6호선","역촌","3233","3664","20250225"
"20250222","수인선","연수","4435","4479","20250225"
"20250222","6호선","연신내","1","0","20250225"
"20250222","3호선","연신내","33092","31721","20250225"
"20250222","경원선","연천","1230","1044","20250225"
"20250222","9호선","염창","14228","12897","20250225"
"20250222","경부선","영등포","47436","48805","20250225"
"20250222","2호선","영등포구청","16132","17075","20250225"
"20250222","5호선","영등포구청","3064","2830","20250225"
"20250222","5호선","영등포시장","11470","11669","20250225"
"20250222","공항철도 1호선","영종","4177","4147","20250225"
"20250222","분당선","영통","8777","8047","20250225"
"20250222","3호선","오금","4541","4225","20250225"
"20250222","5호선","오금","2608","2393","20250225"
"20250222","경인선","오류동","9786","9000","20250225"
"20250222","분당선","오리","8174","7011","20250225"
"20250222","5호선","오목교(목동운동장앞)","19229","19236","20250225"
"20250222","수인선","오목천","3553","2772","20250225"
"20250222","중앙선","오빈","287","325","20250225"
"20250222","경부선","오산","10915","10157","20250225"
"20250222","경부선","오산대","3313","2914","20250225"
"20250222","안산선","오이도","7318","7251","20250225"
"20250222","3호선","옥수","7604","7581","20250225"
"20250222","경원선","옥수","33","46","20250225"
"20250222","7호선","온수(성공회대입구)","6118","6103","20250225"
"20250222","경인선","온수(성공회대입구)","5132","4718","20250225"
"20250222","장항선","온양온천","5657","5698","20250225"
"20250222","5호선","올림픽공원(한국체대)","4761","4193","20250225"
"20250222","9호선2~3단계","올림픽공원(한국체대)","9395","9291","20250225"
"20250222","경원선","왕십리(성동구청)","16674","16248","20250225"
"20250222","5호선","왕십리(성동구청)","4162","5312","20250225"
"20250222","2호선","왕십리(성동구청)","14868","14518","20250225"
"20250222","경원선","외대앞","8012","7428","20250225"
"20250222","2호선","용답","2281","2184","20250225"
"20250222","2호선","용두(동대문구청)","2235","2187","20250225"
"20250222","7호선","용마산(용마폭포공원)","4484","4622","20250225"
"20250222","중앙선","용문","1781","1869","20250225"
"20250222","경부선","용산","51280","53873","20250225"
"20250222","5호선","우장산","11649","11555","20250225"
"20250222","중앙선","운길산","759","796","20250225"
"20250222","공항철도 1호선","운서","9242","9709","20250225"
"20250222","경의선","운정","5660","5005","20250225"
"20250222","경의선","운천","6","6","20250225"
"20250222","일산선","원당","9408","8916","20250225"
"20250222","중앙선","원덕","330","352","20250225"
"20250222","수인선","원인재","3960","3895","20250225"
"20250222","서해선","원종","4511","4332","20250225"
"20250222","일산선","원흥","8479","8019","20250225"
"20250222","경원선","월계","5202","4588","20250225"
"20250222","6호선","월곡(동덕여대)","8275","7936","20250225"
"20250222","수인선","월곶","2357","2207","20250225"
"20250222","6호선","월드컵경기장(성산)","19675","24534","20250225"
"20250222","경의선","월롱","1166","1102","20250225"
"20250222","2호선","을지로3가","18769","18371","20250225"
"20250222","3호선","을지로3가","9035","9515","20250225"
"20250222","5호선","을지로4가","4390","4842","20250225"
"20250222","2호선","을지로4가","11038","11075","20250225"
"20250222","2호선","을지로입구","39570","37217","20250225"
"20250222","경원선","응봉","1433","1247","20250225"
"20250222","6호선","응암","14412","14186","20250225"
"20250222","경부선","의왕","6223","5879","20250225"
"20250222","경원선","의정부","19860","20783","20250225"
"20250222","2호선","이대","13709","14684","20250225"
"20250222","경강선","이매","864","675","20250225"
"20250222","분당선","이매","4346","4183","20250225"
"20250222","7호선","이수","15222","14396","20250225"
"20250222","경강선","이천","3490","3481","20250225"
"20250222","경원선","이촌(국립중앙박물관)","3320","2573","20250225"
"20250222","4호선","이촌(국립중앙박물관)","12526","13121","20250225"
"20250222","6호선","이태원","13799","17849","20250225"
"20250222","과천선","인덕원","19385","19308","20250225"
"20250222","경인선","인천","4588","4025","20250225"
"20250222","수인선","인천","1348","2147","20250225"
"20250222","공항철도 1호선","인천공항1터미널","16157","13851","20250225"
"20250222","공항철도 1호선","인천공항2터미널","8307","6009","20250225"
"20250222","수인선","인천논현","4657","4764","20250225"
"20250222","수인선","인하대","5098","4661","20250225"
"20250222","경의선","일산","8415","7901","20250225"
"20250222","3호선","일원","6059","5832","20250225"
"20250222","경의선","임진강","66","50","20250225"
"20250222","7호선","자양(뚝섬한강공원)","6481","6076","20250225"
"20250222","8호선","잠실(송파구청)","19722","22646","20250225"
"20250222","2호선","잠실(송파구청)","83523","81017","20250225"
"20250222","2호선","잠실나루","8878","8524","20250225"
"20250222","2호선","잠실새내","21134","21301","20250225"
"20250222","3호선","잠원","4008","3735","20250225"
"20250222","7호선","장승배기","7657","7316","20250225"
"20250222","7호선","장암","2065","1454","20250225"
"20250222","8호선","장지","14226","12889","20250225"
"20250222","5호선","장한평","14345","14093","20250225"
"20250222","경원선","전곡","1583","1264","20250225"
"20250222","우이신설선","정릉","4252","3631","20250225"
"20250222","일산선","정발산","6925","7070","20250225"
"20250222","과천선","정부과천청사","7318","7429","20250225"
"20250222","안산선","정왕","7552","7610","20250225"
"20250222","분당선","정자","12034","11945","20250225"
"20250222","1호선","제기동","16987","17971","20250225"
"20250222","경인선","제물포","8258","7740","20250225"
"20250222","1호선","종각","30835","29279","20250225"
"20250222","1호선","종로3가","30232","28555","20250225"
"20250222","5호선","종로3가","18260","19805","20250225"
"20250222","3호선","종로3가","9667","11430","20250225"
"20250222","1호선","종로5가","25058","24600","20250225"
"20250222","9호선2~3단계","종합운동장","3961","3846","20250225"
"20250222","2호선","종합운동장","5799","6262","20250225"
"20250222","경인선","주안","18048","15591","20250225"
"20250222","일산선","주엽","8211","7977","20250225"
"20250222","분당선","죽전","10733","12116","20250225"
"20250222","7호선","중계","10672","9516","20250225"
"20250222","7호선","중곡","7952","7425","20250225"
"20250222","경인선","중동","7489","7086","20250225"
"20250222","중앙선","중랑","4689","4398","20250225"
"20250222","안산선","중앙","18633","19622","20250225"
"20250222","9호선2~3단계","중앙보훈병원","7065","6441","20250225"
"20250222","7호선","중화","8435","7919","20250225"
"20250222","9호선","증미","4178","3898","20250225"
"20250222","6호선","증산(명지대앞)","7853","7869","20250225"
"20250222","일산선","지축","1","0","20250225"
"20250222","3호선","지축","6017","5695","20250225"
"20250222","중앙선","지평","46","60","20250225"
"20250222","경원선","지행","6230","6013","20250225"
"20250222","경부선","직산","938","869","20250225"
"20250222","경부선","진위","1150","1015","20250225"
"20250222","4호선","창동","23443","24789","20250225"
"20250222","경원선","창동","4","0","20250225"
"20250222","6호선","창신","2449","2070","20250225"
"20250222","경춘선","천마산","1366","1292","20250225"
"20250222","경부선","천안","7943","8227","20250225"
"20250222","7호선","천왕","7982","7589","20250225"
"20250222","5호선","천호(풍납토성)","20401","19256","20250225"
"20250222","8호선","천호(풍납토성)","15807","18330","20250225"
"20250222","7호선","철산","17249","17383","20250225"
"20250222","5호선","청구","2681","2865","20250225"
"20250222","6호선","청구","2985","2695","20250225"
"20250222","7호선","청담","11811","12586","20250225"
"20250222","공항철도 1호선","청라국제도시","5682","5329","20250225"
